1,67
501,67
1,567
501,567
1,68
501,68
1,568
501,568
1,93
501,93
1,593
501,593
1,94
501,94
1,594
501,594
2,68
502,68
2,568
502,568
2,92
502,92
2,592
502,592
2,96
502,96
2,596
502,596
3,68
503,68
3,568
503,568
3,70
503,70
3,570
503,570
3,76
503,76
3,576
503,576
3,77
503,77
3,577
503,577
3,91
503,91
3,591
503,591
3,97
503,97
3,597
503,597
4,101
504,101
4,601
504,601
4,102
504,102
4,602
504,602
4,69
504,69
4,569
504,569
4,70
504,70
4,570
504,570
4,76
504,76
4,576
504,576
4,77
504,77
4,577
504,577
4,91
504,91
4,591
504,591
4,95
504,95
4,595
504,595
4,97
504,97
4,597
504,597
4,98
504,98
4,598
504,598
5,101
505,101
5,601
505,601
5,102
505,102
5,602
505,602
5,64
505,64
5,564
505,564
5,79
505,79
5,579
505,579
5,80
505,80
5,580
505,580
5,91
505,91
5,591
505,591
5,97
505,97
5,597
505,597
6,64
506,64
6,564
506,564
6,65
506,65
6,565
506,565
6,66
506,66
6,566
506,566
6,79
506,79
6,579
506,579
6,80
506,80
6,580
506,580
6,81
506,81
6,581
506,581
6,92
506,92
6,592
506,592
6,96
506,96
6,596
506,596
7,67
507,67
7,567
507,567
7,79
507,79
7,579
507,579
7,80
507,80
7,580
507,580
7,93
507,93
7,593
507,593
7,94
507,94
7,594
507,594
8,66
508,66
8,566
508,566
8,67
508,67
8,567
508,567
8,76
508,76
8,576
508,576
8,77
508,77
8,577
508,577
8,87
508,87
8,587
508,587
8,89
508,89
8,589
508,589
9,76
509,76
9,576
509,576
9,77
509,77
9,577
509,577
9,88
509,88
9,588
509,588
9,89
509,89
9,589
509,589
10,88
510,88
10,588
510,588
12,68
512,68
12,568
512,568
12,69
512,69
12,569
512,569
12,70
512,70
12,570
512,570
13,103
513,103
13,603
513,603
14,101
514,101
14,601
514,601
14,102
514,102
14,602
514,602
14,103
514,103
14,603
514,603
14,147
514,147
14,647
514,647
14,68
514,68
14,568
514,568
14,70
514,70
14,570
514,570
15,147
515,147
15,647
515,647
15,148
515,148
15,648
515,648
15,149
515,149
15,649
515,649
15,30
515,30
15,530
515,530
15,53
515,53
15,553
515,553
15,54
515,54
15,554
515,554
15,67
515,67
15,567
515,567
15,68
515,68
15,568
515,568
15,69
515,69
15,569
515,569
15,70
515,70
15,570
515,570
15,71
515,71
15,571
515,571
15,100
515,100
15,600
515,600
16,101
516,101
16,601
516,601
16,150
516,150
16,650
516,650
16,30
516,30
16,530
516,530
16,32
516,32
16,532
516,532
16,53
516,53
16,553
516,553
16,66
516,66
16,566
516,566
16,67
516,67
16,567
516,567
16,71
516,71
16,571
516,571
16,72
516,72
16,572
516,572
16,97
516,97
16,597
516,597
16,100
516,100
16,600
516,600
17,149
517,149
17,649
517,649
17,150
517,150
17,650
517,650
17,33
517,33
17,533
517,533
17,34
517,34
17,534
517,534
17,41
517,41
17,541
517,541
17,42
517,42
17,542
517,542
17,51
517,51
17,551
517,551
17,53
517,53
17,553
517,553
17,66
517,66
17,566
517,566
17,67
517,67
17,567
517,567
17,71
517,71
17,571
517,571
17,72
517,72
17,572
517,572
17,81
517,81
17,581
517,581
17,82
517,82
17,582
517,582
17,83
517,83
17,583
517,583
17,95
517,95
17,595
517,595
18,137
518,137
18,637
518,637
18,138
518,138
18,638
518,638
18,19
518,19
18,519
518,519
18,20
518,20
18,520
518,520
18,33
518,33
18,533
518,533
18,34
518,34
18,534
518,534
18,39
518,39
18,539
518,539
18,43
518,43
18,543
518,543
18,51
518,51
18,551
518,551
18,52
518,52
18,552
518,552
18,83
518,83
18,583
518,583
18,95
518,95
18,595
518,595
18,96
518,96
18,596
518,596
18,97
518,97
18,597
518,597
19,138
519,138
19,638
519,638
19,19
519,19
19,519
519,519
19,20
519,20
19,520
519,520
19,33
519,33
19,533
519,533
19,34
519,34
19,534
519,534
19,38
519,38
19,538
519,538
19,44
519,44
19,544
519,544
19,57
519,57
19,557
519,557
19,82
519,82
19,582
519,582
20,138
520,138
20,638
520,638
20,140
520,140
20,640
520,640
20,30
520,30
20,530
520,530
20,32
520,32
20,532
520,532
20,37
520,37
20,537
520,537
20,38
520,38
20,538
520,538
20,40
520,40
20,540
520,540
20,44
520,44
20,544
520,544
20,55
520,55
20,555
520,555
20,56
520,56
20,556
520,556
20,57
520,57
20,557
520,557
20,68
520,68
20,568
520,568
20,69
520,69
20,569
520,569
21,129
521,129
21,629
521,629
21,139
521,139
21,639
521,639
21,140
521,140
21,640
521,640
21,151
521,151
21,651
521,651
21,152
521,152
21,652
521,652
21,153
521,153
21,653
521,653
21,30
521,30
21,530
521,530
21,38
521,38
21,538
521,538
21,44
521,44
21,544
521,544
21,54
521,54
21,554
521,554
21,67
521,67
21,567
521,567
21,68
521,68
21,568
521,568
21,70
521,70
21,570
521,570
21,71
521,71
21,571
521,571
22,127
522,127
22,627
522,627
22,128
522,128
22,628
522,628
22,129
522,129
22,629
522,629
22,150
522,150
22,650
522,650
22,151
522,151
22,651
522,651
22,153
522,153
22,653
522,653
22,154
522,154
22,654
522,654
22,39
522,39
22,539
522,539
22,43
522,43
22,543
522,543
22,54
522,54
22,554
522,554
22,55
522,55
22,555
522,555
22,68
522,68
22,568
522,568
22,71
522,71
22,571
522,571
23,101
523,101
23,601
523,601
23,126
523,126
23,626
523,626
23,150
523,150
23,650
523,650
23,151
523,151
23,651
523,651
23,153
523,153
23,653
523,653
23,154
523,154
23,654
523,654
23,41
523,41
23,541
523,541
23,42
523,42
23,542
523,542
23,68
523,68
23,568
523,568
23,95
523,95
23,595
523,595
23,96
523,96
23,596
523,596
23,100
523,100
23,600
523,600
24,126
524,126
24,626
524,626
24,127
524,127
24,627
524,627
24,150
524,150
24,650
524,650
24,151
524,151
24,651
524,651
24,152
524,152
24,652
524,652
24,153
524,153
24,653
524,653
24,154
524,154
24,654
524,654
24,51
524,51
24,551
524,551
24,71
524,71
24,571
524,571
24,88
524,88
24,588
524,588
24,98
524,98
24,598
524,598
25,101
525,101
25,601
525,601
25,149
525,149
25,649
525,649
25,150
525,150
25,650
525,650
25,154
525,154
25,654
525,654
25,155
525,155
25,655
525,655
25,51
525,51
25,551
525,551
25,69
525,69
25,569
525,569
25,70
525,70
25,570
525,570
25,88
525,88
25,588
525,588
25,90
525,90
25,590
525,590
25,95
525,95
25,595
525,595
26,36
526,36
26,536
526,536
26,88
526,88
26,588
526,588
26,89
526,89
26,589
526,589
26,96
526,96
26,596
526,596
26,97
526,97
26,597
526,597
26,99
526,99
26,599
526,599
26,100
526,100
26,600
526,600
27,18
527,18
27,518
527,518
27,37
527,37
27,537
527,537
27,97
527,97
27,597
527,597
27,99
527,99
27,599
527,599
28,124
528,124
28,624
528,624
28,149
528,149
28,649
528,649
28,18
528,18
28,518
528,518
28,19
528,19
28,519
528,519
28,20
528,20
28,520
528,520
28,35
528,35
28,535
528,535
28,36
528,36
28,536
528,536
28,37
528,37
28,537
528,537
28,49
528,49
28,549
528,549
28,50
528,50
28,550
528,550
28,54
528,54
28,554
528,554
28,55
528,55
28,555
528,555
28,64
528,64
28,564
528,564
28,65
528,65
28,565
528,565
28,69
528,69
28,569
528,569
28,70
528,70
28,570
528,570
28,98
528,98
28,598
528,598
29,123
529,123
29,623
529,623
29,124
529,124
29,624
529,624
29,125
529,125
29,625
529,625
29,147
529,147
29,647
529,647
29,148
529,148
29,648
529,648
29,150
529,150
29,650
529,650
29,21
529,21
29,521
529,521
29,50
529,50
29,550
529,550
29,51
529,51
29,551
529,551
29,52
529,52
29,552
529,552
29,53
529,53
29,553
529,553
29,54
529,54
29,554
529,554
29,65
529,65
29,565
529,565
29,66
529,66
29,566
529,566
29,67
529,67
29,567
529,567
29,68
529,68
29,568
529,568
29,69
529,69
29,569
529,569
29,75
529,75
29,575
529,575
29,98
529,98
29,598
529,598
30,123
530,123
30,623
530,623
30,124
530,124
30,624
530,624
30,125
530,125
30,625
530,625
30,150
530,150
30,650
530,650
30,20
530,20
30,520
530,520
30,21
530,21
30,521
530,521
30,51
530,51
30,551
530,551
30,52
530,52
30,552
530,552
30,53
530,53
30,553
530,553
30,66
530,66
30,566
530,566
30,67
530,67
30,567
530,567
30,68
530,68
30,568
530,568
30,76
530,76
30,576
530,576
30,77
530,77
30,577
530,577
31,52
531,52
31,552
531,552
31,67
531,67
31,567
531,567
31,75
531,75
31,575
531,575
31,76
531,76
31,576
531,576
32,121
532,121
32,621
532,621
32,122
532,122
32,622
532,622
32,126
532,126
32,626
532,626
32,127
532,127
32,627
532,627
32,147
532,147
32,647
532,647
32,149
532,149
32,649
532,649
32,150
532,150
32,650
532,650
32,95
532,95
32,595
532,595
32,96
532,96
